Code,observations,date_start,date_end,close_mean,close_median,volume_mean,volume_median,zero_volume_rate,return_observations,return_mean,return_std,return_skew,return_kurtosis_excess,return_p01,return_p05,return_median,return_p95,return_p99,abs_return_gt_10pct_rate
70130,486,2024-05-31,2026-05-29,2029.8327160493827,2014.3,44265520.98765432,31160150.0,0.0,485,0.0032273103034515293,0.0350666424657763,0.271682478729207,1.991925169246402,-0.07776974337782235,-0.05088723246662194,0.002477454271626378,0.0597525204441453,0.09720765650285641,0.016494845360824743
70140,486,2024-05-31,2026-05-29,2882.2181069958847,2484.0,4921818.518518519,2845800.0,0.0,485,0.0010931957991821676,0.04653719337993393,0.07393565350886991,4.294604262937039,-0.10557441943299992,-0.06576729852637477,0.0012330457789149207,0.08006105990734187,0.14068865365983602,0.05360824742268041
70180,486,2024-05-31,2026-05-29,8051.890946502058,5560.0,47072.016460905346,25700.0,0.0,485,0.0015498049473608277,0.0428163823450667,0.24098392964405588,3.4165591953450027,-0.11002574241015346,-0.06445653712330568,-0.0011055833077495691,0.0725562643977113,0.12919660700626215,0.03505154639175258
70210,481,2024-05-31,2026-05-29,1879.85446985447,1799.0,4123.284823284824,1700.0,0.0,480,0.00018556860369573308,0.021555057115872467,1.0186813559583503,21.94935391043133,-0.06246723132385721,-0.030757581933107358,0.0010782971430751687,0.02488407105613632,0.051289600962929,0.00625
70220,486,2024-05-31,2026-05-29,241.3312757201646,254.0,257405.14403292182,128100.0,0.0,485,0.000879881456815359,0.033396929468008214,0.6174208775050136,8.594735342168901,-0.09396472827789083,-0.045329700259797774,0.0,0.045727947266836724,0.12150811739578556,0.030927835051546393
70300,486,2024-05-31,2026-05-29,1076.888888888889,1089.5,17572.01646090535,10950.0,0.0,485,0.0009172168521729674,0.01830302942150762,-0.08916902207935258,4.90487432558822,-0.04600356380108206,-0.03027727822121786,0.0008684325339540777,0.0281416350629966,0.050573407401327715,0.002061855670103093
70310,475,2024-05-31,2026-05-29,813.6021052631579,824.0,5861.263157894737,2100.0,0.0,474,-0.0011106408521581342,0.03314289902629422,0.5599904826033306,11.404228450024426,-0.09897740775187297,-0.04194893036117984,-0.0012118424386855509,0.036715324672652434,0.1373905042520944,0.03164556962025317
70330,486,2024-05-31,2026-05-29,1573.2530864197531,1529.0,168620.1646090535,122300.0,0.0,485,-0.00048465536675236726,0.033405971152625016,-0.3566358121454979,16.23377319395201,-0.06752342343103028,-0.03994721539785146,0.0,0.03898963995829749,0.1102872678530052,0.02268041237113402
70340,486,2024-05-31,2026-05-29,519.9341563786008,519.5,54007.201646090536,36400.0,0.0,485,-0.0009846018467351066,0.03688333760378463,0.022449162906347703,7.865198996774344,-0.10333714472652047,-0.049701900977362,-0.0023446669592539493,0.055381938374361894,0.10263990555517052,0.026804123711340205
70350,486,2024-05-31,2026-05-29,246.94650205761317,229.0,99719.75308641975,24300.0,0.0,485,-0.0004255740689726053,0.031626109010759386,0.07380145128478728,33.53678030221462,-0.11118389188058465,-0.029572468558933272,0.0,0.026149080080432062,0.09643569291324947,0.02268041237113402
